speakerid,mean_sim,lastname,firstname,chamber,state,gender,party,district,nonvoting,session
84099660,-0.0438382759345763,THOMAS,ALBERT,H,TX,M,D,8,voting,84
84099680,-0.0189069765,THOMPSON,CLARK,H,TX,M,D,9,voting,84
84099690,-0.0490123908571429,THOMPSON,THEO,H,LA,M,D,7,voting,84
84099720,-0.0230825120202222,TRIMBLE,JAMES,H,AR,M,D,3,voting,84
84099801,-0.100512971295213,WILLIAMS,JOHN,S,DE,M,R,,voting,84
84099841,-0.0308491483707391,ALLOTT,GORDON,S,CO,M,R,,voting,84
84099851,-0.0229358554356567,ANDERSON,CLINTON,S,NM,M,D,,voting,84
84099860,-0.0365004312631579,ASHMORE,ROBERT,H,SC,M,D,4,voting,84
84099870,-0.0747937427037736,BARTLETT,EDWARD,H,AK,M,D,0,nonvoting,84
84099890,0.0306852544712329,BOLTON,FRANCES,H,OH,F,R,22,voting,84
84099901,-0.069688445,COOPER,JOHN,S,KY,M,R,,voting,84
84099910,-0.0598078354406504,CURTIS,THOMAS,H,MO,M,R,2,voting,84
84099921,-0.0298584773232528,ELLENDER,ALLEN,S,LA,M,D,,voting,84
84099930,-0.0556089239636364,FINO,PAUL,H,NY,M,R,25,voting,84
84099940,-0.0406285451409361,FOGARTY,JOHN,H,RI,M,D,2,voting,84
84099960,0.00735841730925926,GATHINGS,EZEKIEL,H,AR,M,D,1,voting,84
84099970,-0.0242680517656734,HALLECK,CHARLES,H,IN,M,R,2,voting,84
84099980,-0.0346825464147059,HARDY,PORTER,H,VA,M,D,2,voting,84
84100010,0.0387341746923077,HERLONG,ALBERT,H,FL,M,D,5,voting,84
84100020,0.000506234206666666,HOLLAND,ELMER,H,PA,M,D,30,voting,84
84100060,-0.0554789394896552,KARSTEN,FRANK,H,MO,M,D,1,voting,84
84100070,-0.0227099545445273,KELLY,EDNA,H,NY,F,D,10,voting,84
84100080,-0.106366702571429,KING,CECIL,H,CA,M,D,17,voting,84
84100150,-0.111967778435294,MULTER,ABRAHAM,H,NY,M,D,13,voting,84
84100161,-0.00465767508131991,MUNDT,KARL,S,SD,M,R,,voting,84
84100170,-0.00955929863623188,OHARA,BARRATT,H,IL,M,D,2,voting,84
84100210,-0.0420600248813559,RHODES,GEORGE,H,PA,M,D,14,voting,84
84100221,-0.00801336753903421,RUSSELL,RICHARD,S,GA,M,D,,voting,84
84100230,-0.0497863860096774,SELDEN,ARMISTEAD,H,AL,M,D,6,voting,84
84100251,0.00452628441194444,SMITH,MARGARET,S,ME,F,R,,voting,84
84100270,-0.0361697943333333,TUCK,WILLIAM,H,VA,M,D,5,voting,84
84100300,-0.0407883188357724,WILLIAMS,JOHN,H,MS,M,D,4,voting,84
84100310,-0.0842826167052239,WILLIS,EDWIN,H,LA,M,D,3,voting,84
84100320,-0.0391151103043478,YOUNGER,JESSE,H,CA,M,R,9,voting,84
84100350,-0.0172936961490196,ADAIR,EDWIN,H,IN,M,R,4,voting,84
84100361,-0.0135420508103909,AIKEN,GEORGE,S,VT,M,R,,voting,84
84100370,-0.028203401954902,AYRES,WILLIAM,H,OH,M,R,14,voting,84
84100380,-0.0105196340653061,BATES,WILLIAM,H,MA,M,R,6,voting,84
84100401,-0.0424422832560109,BENNETT,WALLACE,S,UT,M,R,,voting,84
84100410,-0.03625084970625,BERRY,ELLIS,H,SD,M,R,2,voting,84
84100421,-0.0755448069239805,BIBLE,ALAN,S,NV,M,D,,voting,84
84100480,-0.0718219308711864,CRAMER,WILLIAM,H,FL,M,R,1,voting,84
84100510,-0.0247034193357143,DAWSON,WILLIAM,H,IL,M,D,1,voting,84
84100541,-0.0594918517272727,ERVIN,SAMUEL,S,NC,M,D,,voting,84
84100560,-0.0668337755596491,FALLON,GEORGE,H,MD,M,D,4,voting,84
84100580,-0.0114995510504202,FEIGHAN,MICHAEL,H,OH,M,D,20,voting,84
84100600,-0.0251137228888889,FRIEDEL,SAMUEL,H,MD,M,D,7,voting,84
84100611,-0.0640640133857387,FULBRIGHT,JAMES,S,AR,M,D,,voting,84
84100660,-0.0613062808377359,KIRWAN,MICHAEL,H,OH,M,D,19,voting,84
84100680,-0.0172389887578947,LAIRD,MELVIN,H,WI,M,R,7,voting,84
84100700,-0.14712213,LIPSCOMB,GLENARD,H,CA,M,R,24,voting,84
84100760,-0.0222820303991927,MCCORMACK,JOHN,H,MA,M,D,12,voting,84
84100830,-0.0303512565564706,PHILBIN,PHILIP,H,MA,M,D,3,voting,84
84100850,-0.00730433276927711,POWELL,ADAM,H,NY,M,D,16,voting,84
84100880,-0.0198696042141026,RIVERS,LUCIUS,H,SC,M,D,1,voting,84
84100890,-0.0778098423884211,ROGERS,BYRON,H,CO,M,D,1,voting,84
84100970,-0.0737466164545455,UTT,JAMES,H,CA,M,R,28,voting,84
84101020,-0.044570250376,ABBITT,WATKINS,H,VA,M,D,4,voting,84
84101030,-0.0240125878587826,ABERNETHY,THOMAS,H,MS,M,D,1,voting,84
84101060,-0.0490951654153846,ANDREWS,GEORGE,H,AL,M,D,3,voting,84
84101070,-0.0604263253952518,ASPINALL,WAYNE,H,CO,M,D,4,voting,84
84101110,-0.0278948749846154,BELCHER,PAGE,H,OK,M,R,1,voting,84
84101120,-0.00260836775,BETTS,JACKSON,H,OH,M,R,8,voting,84
84101140,-0.04698250489625,BOGGS,THOMAS,H,LA,M,D,2,voting,84
84101150,-0.0465114004570423,BOW,FRANK,H,OH,M,R,16,voting,84
84101180,-0.0624788273846154,BYRNE,JAMES,H,PA,M,D,3,voting,84
84101190,-0.0721335871682295,BYRNES,JOHN,H,WI,M,R,8,voting,84
84101230,-0.0779402844418773,CELLER,EMANUEL,H,NY,M,D,11,voting,84
84101240,-0.0401758573666667,COLMER,WILLIAM,H,MS,M,D,6,voting,84
84101260,-0.0463760668666667,CORBETT,ROBERT,H,PA,M,R,29,voting,84
84101300,-0.078767684326087,DOWDY,JOHN,H,TX,M,D,7,voting,84
84101320,-0.0139836958947521,EDMONDSON,EDMOND,H,OK,M,D,2,voting,84
84101360,-0.024416415957973,FULTON,JAMES,H,PA,M,R,27,voting,84
84101400,-0.0192048662083333,GARMATZ,EDWARD,H,MD,M,D,3,voting,84
84101481,-0.0285534508947368,HRUSKA,ROMAN,S,NE,M,R,,voting,84
84101490,-0.018371257,HULL,WILLIAM,H,MO,M,D,6,voting,84
84101500,-0.0635102421923077,JONAS,CHARLES,H,NC,M,R,10,voting,84
84101581,-0.00381408704797565,MANSFIELD,MICHAEL,S,MT,M,D,,voting,84
84101590,-0.0879494563619048,MCCULLOCH,WILLIAM,H,OH,M,R,4,voting,84
84101630,-0.110009469466667,MCMILLAN,JOHN,H,SC,M,D,6,voting,84
84101640,-0.0249530943275862,MILLER,GEORGE,H,CA,M,D,8,voting,84
84101700,-0.01121970156,OKONSKI,ALVIN,H,WI,M,R,10,voting,84
84101711,-0.053664312072341,PASTORE,JOHN,S,RI,M,D,,voting,84
84101720,-0.0368302339838384,PELLY,THOMAS,H,WA,M,R,1,voting,84
84101740,-0.04703676226,POFF,RICHARD,H,VA,M,R,6,voting,84
84101800,0.0113688313772727,SCHWENGEL,FREDERICK,H,IA,M,R,1,voting,84
84101810,-0.00376086889868421,SCOTT,HUGH,H,PA,M,R,6,voting,84
84101830,-0.0456256155166667,SPRINGER,WILLIAM,H,IL,M,R,22,voting,84
84101841,0.00815321279001239,SYMINGTON,WILLIAM,S,MO,M,D,,voting,84
84101890,-0.0246076938214286,WATTS,JOHN,H,KY,M,D,6,voting,84
84101930,0.0103638839009302,ARENDS,LESLIE,H,IL,M,R,17,voting,84
84101970,-0.0504956127469388,BLATNIK,JOHN,H,MN,M,D,8,voting,84
84101990,-0.0102455314578947,BRAY,WILLIAM,H,IN,M,R,7,voting,84
84102020,-0.0979981205556667,BROYHILL,JOEL,H,VA,M,R,10,voting,84
84102051,-0.0442001810265441,CASE,CLIFFORD,S,NJ,M,R,,voting,84
84102070,-0.0869175385636364,CLARK,FRANK,H,PA,M,D,25,voting,84
84102121,-0.0551725794931847,CURTIS,CARL,S,NE,M,R,,voting,84
84102130,-0.0497919737676471,DAVIS,GLENN,H,WI,M,R,2,voting,84
84102180,-0.0548552062571429,DONOHUE,HAROLD,H,MA,M,D,4,voting,84
84102190,-0.00785664592881356,DORN,WILLIAM,H,SC,M,D,3,voting,84
84102211,-0.0441425075702059,EASTLAND,JAMES,S,MS,M,D,,voting,84
84102220,-0.0464310100038597,FISHER,OVIE,H,TX,M,D,21,voting,84
84102230,-0.0337080817705797,FRELINGHUYSEN,PETER,H,NJ,M,R,5,voting,84
84102280,-0.0498122066818182,GREEN,EDITH,H,OR,F,D,3,voting,84
84102300,0.00119297520625,GRIFFITHS,MARTHA,H,MI,F,D,17,voting,84
84102310,-0.028812911947497,GROSS,HAROLD,H,IA,M,R,3,voting,84
84102330,-0.0585020248041667,GUBSER,CHARLES,H,CA,M,R,10,voting,84
84102440,-0.0418678998019598,HOLIFIELD,CHESTER,H,CA,M,D,19,voting,84
84102450,-0.0631376990157798,HOSMER,CRAIG,H,CA,M,R,18,voting,84
84102540,0.02523852625,MAILLIARD,WILLIAM,H,CA,M,R,4,voting,84
84102601,-0.0622717340708416,MCCLELLAN,JOHN,S,AR,M,D,,voting,84
84102630,-0.0716940092511348,METCALF,LEE,H,MT,M,D,1,voting,84
84102650,-0.022342067132,MINSHALL,WILLIAM,H,OH,M,R,23,voting,84
84102770,-0.0350069033100971,ROONEY,JOHN,H,NY,M,D,14,voting,84
84102810,-0.0667582690971895,SAYLOR,JOHN,H,PA,M,R,22,voting,84
84102861,-0.0254574498858008,SPARKMAN,JOHN,S,AL,M,D,,voting,84
84102890,0.00604508934375,TEAGUE,CHARLES,H,CA,M,R,13,voting,84
84102960,-0.0513316355318182,WIDNALL,WILLIAM,H,NJ,M,R,7,voting,84
84103040,-0.0337859933205319,FORD,GERALD,H,MI,M,R,5,voting,84
84103060,-0.0134511860113907,ALBERT,CARL,H,OK,M,D,3,voting,84
84103080,-0.0665740576555556,BARRETT,WILLIAM,H,PA,M,D,1,voting,84
84103181,-0.0773162877160417,COTTON,NORRIS,S,NH,M,R,,voting,84
84103250,-0.026717945282931,EVINS,JOSEPH,H,TN,M,D,4,voting,84
84103300,-0.0361697137234375,HALEY,JAMES,H,FL,M,D,7,voting,84
84103340,-0.000197866457717391,HAYS,WAYNE,H,OH,M,D,18,voting,84
84103430,-0.0185549180588889,HEBERT,FELIX,H,LA,M,D,1,voting,84
84103440,-0.061001566790625,JARMAN,JOHN,H,OK,M,D,5,voting,84
84103470,-0.064228294466129,JONES,ROBERT,H,AL,M,D,8,voting,84
84103490,-0.02033942649375,KLUCZYNSKI,JOHN,H,IL,M,D,5,voting,84
84103500,-0.0324591950388889,LANDRUM,PHILLIP,H,GA,M,D,9,voting,84
84103520,-0.0926273889,MACDONALD,TORBERT,H,MA,M,D,8,voting,84
84103530,-0.0376136796629213,MADDEN,RAY,H,IN,M,D,1,voting,84
84103541,-0.0653520133036698,MAGNUSON,WARREN,S,WA,M,D,,voting,84
84103580,-0.0823810824863636,MILLS,WILBUR,H,AR,M,D,2,voting,84
84103600,0.00562369886111111,MORGAN,THOMAS,H,PA,M,D,26,voting,84
84103640,-0.0456071017605442,PASSMAN,OTTO,H,LA,M,D,5,voting,84
84103650,-0.100961102527907,PATMAN,JOHN,H,TX,M,D,1,voting,84
84103810,-0.02055600421775,SULLIVAN,LEONOR,H,MO,F,D,3,voting,84
84103881,0.011072596709009,YOUNG,MILTON,S,ND,M,R,,voting,84
84104010,-0.0291559427921348,BURLESON,OMAR,H,TX,M,D,17,voting,84
84104070,-0.0502037328609091,CEDERBERG,ELFORD,H,MI,M,R,10,voting,84
84104120,-0.0679057560133333,DELANEY,JAMES,H,NY,M,D,7,voting,84
84104170,-0.0507671388298246,FLYNT,JOHN,H,GA,M,D,4,voting,84
84104251,-0.0219964882362134,HUMPHREY,HUBERT,S,MN,M,D,,voting,84
84104330,-0.0186170572700787,MAHON,GEORGE,H,TX,M,D,19,voting,84
84104400,-0.0709101412238889,MOSS,JOHN,H,CA,M,D,3,voting,84
84104470,-0.0189264807294565,POAGE,WILLIAM,H,TX,M,D,11,voting,84
84104500,-0.0373783792310833,ROGERS,PAUL,H,FL,M,D,6,voting,84
84104580,-0.014316866162931,SIKES,ROBERT,H,FL,M,D,3,voting,84
84104590,-0.0264793335333673,SISK,BERNICE,H,CA,M,D,12,voting,84
84104630,-0.01654172524,TEAGUE,OLIN,H,TX,M,D,6,voting,84
84104710,0.0297509665463966,WILLIAMS,HARRISON,H,NJ,M,D,6,voting,84
84104800,-0.00829926758571429,ASHLEY,THOMAS,H,OH,M,D,9,voting,84
84104940,0.0142680089363636,DIGGS,CHARLES,H,MI,M,D,13,voting,84
84105000,-0.0220679136070093,FLOOD,DANIEL,H,PA,M,D,11,voting,84
84105410,-0.0667001189657143,STAGGERS,HARLEY,H,WV,M,D,2,voting,84
84105420,-0.061232670375,STEED,THOMAS,H,OK,M,D,4,voting,84
84105440,-0.0239124984358491,THOMPSON,FRANK,H,NJ,M,D,4,voting,84
84105500,-0.0542221265894382,VANIK,CHARLES,H,OH,M,D,21,voting,84
84105520,-0.0307404738514286,WILSON,ROBERT,H,CA,M,R,30,voting,84
84105690,-0.05302731658,BOLLING,RICHARD,H,MO,M,D,5,voting,84
84106030,-0.0858163622208333,FOUNTAIN,LAWRENCE,H,NC,M,D,2,voting,84
84106051,-0.0340990841493766,GOLDWATER,BARRY,S,AZ,M,R,,voting,84
84106221,-0.0521452957099015,LONG,RUSSELL,S,LA,M,D,,voting,84
84106310,-0.0340622490352941,MOLLOHAN,ROBERT,H,WV,M,D,1,voting,84
84106370,0.00978159945263158,REUSS,HENRY,H,WI,M,D,5,voting,84
84106380,-0.0620127667737903,RHODES,JOHN,H,AZ,M,R,1,voting,84
84106761,-0.0124522816906061,JACKSON,HENRY,S,WA,M,D,,voting,84
84106900,-0.0585420636938776,PERKINS,CARL,H,KY,M,D,7,voting,84
84106991,-0.0245541924992878,STENNIS,JOHN,S,MS,M,D,,voting,84
84107070,-0.0200039503259615,ZABLOCKI,CLEMENT,H,WI,M,D,4,voting,84
84107450,-0.0610069030745455,ONEILL,THOMAS,H,MA,M,D,11,voting,84
84107620,-0.06117038155625,BOLAND,EDWARD,H,MA,M,D,2,voting,84
84107780,-0.025293587546875,GRAY,KENNETH,H,IL,M,D,25,voting,84
84107920,-0.0154728507126471,PRICE,CHARLES,H,IL,M,D,24,voting,84
84107940,-0.000139023021428571,RODINO,PETER,H,NJ,M,D,10,voting,84
84108650,-0.0108495992195652,WRIGHT,JAMES,H,TX,M,D,12,voting,84
84108750,-0.0356449497942857,BENNETT,CHARLES,H,FL,M,D,2,voting,84
84109030,-0.0554080502422222,FASCELL,DANTE,H,FL,M,D,4,voting,84
84110080,-0.123813125508235,BROOKS,JACK,H,TX,M,D,2,voting,84
84110640,-0.0398510346235294,NATCHER,WILLIAM,H,KY,M,D,2,voting,84
84110890,-0.0549589241905909,WHITTEN,JAMIE,H,MS,M,D,2,voting,84
84112201,-0.0261853978706931,THURMOND,J.,S,SC,M,D,,voting,84
84112250,-0.0927723103193694,YATES,SIDNEY,H,IL,M,D,9,voting,84
84114620,-0.0313385914705882,BYRD,ROBERT,H,WV,M,D,6,voting,84
85093941,-0.0648638685921965,POTTER,CHARLES,S,MI,M,R,,voting,85
85093961,-0.04883849992267,BARRETT,FRANK,S,WY,M,R,,voting,85
85094011,-0.0548429583536184,BRICKER,JOHN,S,OH,M,R,,voting,85
85094131,-0.0405968870142857,DANIEL,MARION,S,TX,M,D,,voting,85
85094151,-0.0112383513584337,FLANDERS,RALPH,S,VT,M,R,,voting,85
85094261,-0.0371219750302789,IVES,IRVING,S,NY,M,R,,voting,85
85094271,-0.0250329355482143,JENNER,WILLIAM,S,IN,M,R,,voting,85
85094311,-0.0163846595428571,KNOWLAND,WILLIAM,S,CA,M,R,,voting,85
85094321,-0.0276463646121978,LANGER,WILLIAM,S,ND,M,R,,voting,85
85094361,-0.0525591759273841,MALONE,GEORGE,S,NV,M,R,,voting,85
85094371,-0.0208448550269076,MARTIN,EDWARD,S,PA,M,R,,voting,85
85094381,0.00262072764607143,MCCARTHY,JOSEPH,S,WI,M,R,,voting,85
85094441,-0.0424729269784127,PAYNE,FREDERICK,S,ME,M,R,,voting,85
85094461,-0.0446283218728571,PURTELL,WILLIAM,S,CT,M,R,,voting,85
85094531,-0.0098849933017734,SMITH,HOWARD,S,NJ,M,R,,voting,85
85094571,-0.0273182754380044,THYE,EDWARD,S,MN,M,R,,voting,85
85094601,-0.0748795447946257,WATKINS,ARTHUR,S,UT,M,R,,voting,85
85094721,-0.0556753899620406,OMAHONEY,JOSEPH,S,WY,M,D,,voting,85
85094741,0.0101779165421053,SCOTT,WILLIAM,S,NC,M,D,,voting,85
85094771,-0.0181010329124783,BRIDGES,HENRY,S,NH,M,R,,voting,85
85094961,-0.0757844093878049,FREAR,JOSEPH,S,DE,M,D,,voting,85
85095001,-0.0243227221592373,GREEN,THEODORE,S,RI,M,D,,voting,85
85095111,-0.0253527119071875,MARTIN,THOMAS,S,IA,M,R,,voting,85
85095131,-0.0498440072055866,MURRAY,JAMES,S,MT,M,D,,voting,85
85095141,0.0349611843264706,NEELY,MATTHEW,S,WV,M,D,,voting,85
85095161,-0.0396742104336763,NEUBERGER,RICHARD,S,OR,M,D,,voting,85
85095291,-0.060632345333617,REVERCOMB,WILLIAM,S,WV,M,R,,voting,85
85095310,-0.086509412375,ALLEN,JOHN,H,CA,M,R,7,voting,85
85095320,0.00215257560590164,ANDRESEN,AUGUST,H,MN,M,R,1,voting,85
85095330,-0.0559643014698795,BEAMER,JOHN,H,IN,M,R,5,voting,85
85095340,-0.0571361563,BOWLER,JAMES,H,IL,M,D,7,voting,85
85095350,-0.0467692084309524,BROWNSON,CHARLES,H,IN,M,R,11,voting,85
85095360,-0.0230171018090909,BURDICK,USHER,H,ND,M,R,0,voting,85
85095371,-0.0528043920030461,BUSH,PRESCOTT,S,CT,M,R,,voting,85
85095381,-0.0458375325397347,BUTLER,JOHN,S,MD,M,R,,voting,85
85095390,-0.0266990007607143,BYRNE,EMMET,H,IL,M,R,3,voting,85
85095401,-0.0455276811818082,CAPEHART,HOMER,S,IN,M,R,,voting,85
85095410,-0.12451752,CARRIGG,JOSEPH,H,PA,M,R,10,voting,85
85095421,-0.0692260771147476,CARROLL,JOHN,S,CO,M,D,,voting,85
85095431,-0.0577046872118083,CASE,FRANCIS,S,SD,M,R,,voting,85
85095440,-0.0846995392529412,CHUDOFF,EARL,H,PA,M,D,4,voting,85
85095450,-0.0664735981428571,CLEVENGER,CLIFF,H,OH,M,R,5,voting,85
85095460,-0.0501027433202381,COLE,WILLIAM,H,NY,M,R,37,voting,85
85095470,-0.0858850575309626,COOPER,JERE,H,TN,M,D,8,voting,85
85095480,-0.01351499672,COUDERT,FREDERIC,H,NY,M,R,17,voting,85
85095490,-0.0510396432729583,CRETELLA,ALBERT,H,CT,M,R,3,voting,85
85095500,-0.0229273576177419,CUNNINGHAM,PAUL,H,IA,M,R,5,voting,85
85095510,-0.0687346936776786,DAWSON,WILLIAM,H,UT,M,R,2,voting,85
85095520,-0.015795708,DELLAY,VINCENT,H,NJ,M,D,14,voting,85
85095530,-0.0770580432277778,DEMPSEY,JOHN,H,NM,M,D,0,voting,85
85095540,-0.0722861677333333,DENNISON,DAVID,H,OH,M,R,11,voting,85
85095550,-0.00859660435906977,DEVEREUX,JAMES,H,MD,M,R,2,voting,85
85095560,-0.0380514418195122,DIES,MARTIN,H,TX,M,D,0,voting,85
85095570,-0.05637740507,EBERHARTER,HERMAN,H,PA,M,D,28,voting,85
85095580,-0.0653013808433333,GEORGE,MYRON,H,KS,M,R,3,voting,85
85095590,-0.03438699725,GORDON,THOMAS,H,IL,M,D,8,voting,85
85095600,-0.047072977,GREGORY,NOBLE,H,KY,M,D,1,voting,85
85095610,-0.0659079161914286,GWINN,RALPH,H,NY,M,R,27,voting,85
85095620,-0.0438253125431818,HALE,ROBERT,H,ME,M,R,1,voting,85
85095630,-0.01825884210875,HARDEN,CECIL,H,IN,F,R,6,voting,85
85095640,0.00153807185555556,HARRISON,ROBERT,H,NE,M,R,3,voting,85
85095650,0.000858603713770492,HASKELL,HARRY,H,DE,M,R,0,voting,85
85095660,-0.0393934292712644,HAYS,LAWRENCE,H,AR,M,D,5,voting,85
85095671,-0.0381459028754362,HENNINGS,THOMAS,S,MO,M,D,,voting,85
85095680,-0.0823488324761905,HESELTON,JOHN,H,MA,M,R,1,voting,85
85095690,0.00197105428372671,HILL,WILLIAM,H,CO,M,R,2,voting,85
85095700,-0.0147731606955,HILLINGS,PATRICK,H,CA,M,R,25,voting,85
85095710,-0.0669003227095238,HOLMES,OTIS,H,WA,M,R,4,voting,85
85095720,-0.0813287556840769,HYDE,DEWITT,H,MD,M,R,6,voting,85
85095730,-0.0618449452285714,JAMES,BENJAMIN,H,PA,M,R,7,voting,85
85095740,-0.0296161469773585,JENKINS,THOMAS,H,OH,M,R,10,voting,85
85095750,-0.0541181060026316,KEAN,ROBERT,H,NJ,M,R,12,voting,85
85095760,-0.00330809269565217,KEARNEY,BERNARD,H,NY,M,R,32,voting,85
85095770,-0.120013361,KEENEY,RUSSELL,H,IL,M,R,14,voting,85
85095780,-0.0101736644,KELLEY,AUGUSTINE,H,PA,M,D,21,voting,85
85095790,-0.00713714130777778,KNUTSON,COYA,H,MN,F,D,9,voting,85
85095800,0.017889394375,KRUEGER,OTTO,H,ND,M,R,0,voting,85
85095810,-0.0616522070551282,LANHAM,HENDERSON,H,GA,M,D,7,voting,85
85095820,-0.0421380520095238,LATHAM,HENRY,H,NY,M,R,4,voting,85
85095830,-0.00824635616444444,LE COMPTE,KARL,H,IA,M,R,4,voting,85
85095840,-0.00824974529385714,LONG,GEORGE,H,LA,M,D,8,voting,85
85095850,-0.0606943576878049,MAY,EDWIN,H,CT,M,R,1,voting,85
85095860,0.00424790895882353,MCCONNELL,SAMUEL,H,PA,M,R,13,voting,85
85095870,-0.0418580264181429,MCGREGOR,J.,H,OH,M,R,17,voting,85
85095880,-0.0270314834466667,MCINTOSH,ROBERT,H,MI,M,R,7,voting,85
85095890,-0.0657946374948718,MCVEY,WILLIAM,H,IL,M,R,4,voting,85
85095900,-0.0645563041835526,MILLER,ARTHUR,H,NE,M,R,4,voting,85
85095910,-0.0239759705,MILLER,EDWARD,H,MD,M,R,1,voting,85
85095920,-0.00923553276618279,MORANO,ALBERT,H,CT,M,R,4,voting,85
85095930,-0.0473877556335862,NEAL,WILLIAM,H,WV,M,R,4,voting,85
85095940,-0.042715793942,NICHOLSON,DONALD,H,MA,M,R,9,voting,85
85095950,-0.0674947867065218,NIMTZ,F.,H,IN,M,R,3,voting,85
85095960,-0.0787195310925,OHARA,JOSEPH,H,MN,M,R,2,voting,85
85095970,-0.0340489439657895,PATTERSON,JAMES,H,CT,M,R,5,voting,85
85095980,-0.0180247056285714,RADWAN,EDMUND,H,NY,M,R,41,voting,85
85095990,-0.1108410975,ROBESON,EDWARD,H,VA,M,D,1,voting,85
85096000,-0.0690718726956522,ROBSION,JOHN,H,KY,M,R,3,voting,85
85096010,-0.0549849849020408,SADLAK,ANTONI,H,CT,M,R,-1,voting,85
85096020,0.000226374053278689,SCRIVNER,ERRETT,H,KS,M,R,2,voting,85
85096030,-0.0943611829169231,SCUDDER,HUBERT,H,CA,M,R,1,voting,85
85096040,-0.0281608493101812,SHEEHAN,TIMOTHY,H,IL,M,R,11,voting,85
85096050,-0.0625533356566667,SHUFORD,GEORGE,H,NC,M,D,12,voting,85
85096060,-0.012100027284375,SIEMINSKI,ALFRED,H,NJ,M,D,13,voting,85
85096070,0.0026038543,SIMPSON,SIDNEY,H,IL,M,R,20,voting,85
85096080,-0.0263020266421053,SMITH,LAWRENCE,H,WI,M,R,1,voting,85
85096090,-0.08853156,STAUFFER,SIMON,H,PA,M,R,19,voting,85
85096100,-0.0879206211007692,TALLE,HENRY,H,IA,M,R,2,voting,85
85096110,-0.068176796571,TEWES,DONALD,H,WI,M,R,2,voting,85
85096120,-0.033220178720636,VORYS,JOHN,H,OH,M,R,12,voting,85
85096130,-0.057411205687,VURSELL,CHARLES,H,IL,M,R,23,voting,85
85096140,-0.0281910548555986,WIGGLESWORTH,RICHARD,H,MA,M,R,13,voting,85
85096151,-0.019150596464085,WILEY,ALEXANDER,S,WI,M,R,,voting,85
85096170,-0.0553135969920455,WOLVERTON,CHARLES,H,NJ,M,R,1,voting,85
85096181,-0.0237738510907143,HOBLITZELL,JOHN,S,WV,M,R,,voting,85
85096190,-0.0433595805243333,ALLEN,LEO,H,IL,M,R,16,voting,85
85096200,-0.000665301231818181,ANDERSON,LEROY,H,MT,M,D,2,voting,85
85096210,-0.0611379863014685,BARDEN,GRAHAM,H,NC,M,D,3,voting,85
85096230,-0.0301460705,BAUMHART,ALBERT,H,OH,M,R,13,voting,85
85096241,-0.0558043243991228,BEALL,JAMES,S,MD,M,R,,voting,85
85096250,-0.0112796563571875,BENTLEY,ALVIN,H,MI,M,R,8,voting,85
85096260,-0.0706372703657143,BOSCH,ALBERT,H,NY,M,R,5,voting,85
85096280,-0.0279719971741122,BOYLE,CHARLES,H,IL,M,D,12,voting,85
85096300,-0.037785604484058,BROWN,CHARLES,H,MO,M,D,7,voting,85
85096310,-0.0615939206377778,BROWN,PAUL,H,GA,M,D,10,voting,85
85096330,-0.0599110314821705,BUDGE,HAMER,H,ID,M,R,2,voting,85
85096340,-0.0694125192826087,BURNS,JOHN,H,HI,M,D,-1,nonvoting,85
85096350,0.03579058,BUSH,ALVIN,H,PA,M,R,17,voting,85
85096361,-0.088211498786301,BYRD,HARRY,S,VA,M,D,,voting,85
85096370,-0.0343275003982659,CANFIELD,GORDON,H,NJ,M,R,8,voting,85
85096380,0.00414036791793104,CARNAHAN,ALBERT,H,MO,M,D,8,voting,85
85096401,-0.0409768798244835,CHAVEZ,DENNIS,S,NM,M,D,,voting,85
85096410,-0.00118756317184783,CHRISTOPHER,GEORGE,H,MO,M,D,4,voting,85
85096420,-0.0458377659528571,COFFIN,FRANK,H,ME,M,D,2,voting,85
85096430,-0.0192324949137097,DIXON,HENRY,H,UT,M,R,1,voting,85
85096440,-0.0121097890769231,DOLLINGER,ISIDORE,H,NY,M,D,23,voting,85
85096450,-0.0238740972979167,DORN,FRANCIS,H,NY,M,R,12,voting,85
85096460,-0.0205493938993852,DURHAM,CARL,H,NC,M,D,6,voting,85
85096480,-0.0562549187375887,ENGLE,CLAIR,H,CA,M,D,2,voting,85
85096510,-0.0395349142823529,FORAND,AIME,H,RI,M,D,1,voting,85
85096560,-0.0713662933724138,HENDERSON,JOHN,H,OH,M,R,15,voting,85
85096570,0.0074010546,HESS,WILLIAM,H,OH,M,R,2,voting,85
85096590,-0.0003560201,HOLT,JOSEPH,H,CA,M,R,22,voting,85
85096600,-0.0187413904941176,JACKSON,DONALD,H,CA,M,R,16,voting,85
85096630,-0.0594661626087778,KEATING,KENNETH,H,NY,M,R,38,voting,85
85096670,-0.0878201339452991,MACK,RUSSELL,H,WA,M,R,3,voting,85
85096710,-0.0482379355,MITCHELL,HARLAN,H,GA,M,D,7,voting,85
85096720,-0.0272292488685714,MORRIS,TOBY,H,OK,M,D,6,voting,85
85096740,0.018331474925,POLK,JAMES,H,OH,M,D,6,voting,85
85096750,-0.0353496550179191,PORTER,CHARLES,H,OR,M,D,4,voting,85
85096760,-0.0480197714425234,PRESTON,PRINCE,H,GA,M,D,1,voting,85
85096790,-0.0901378396857955,REED,DANIEL,H,NY,M,R,43,voting,85
85096800,-0.0635590656426573,REES,EDWARD,H,KS,M,R,4,voting,85
