speakerid,mean_sim,lastname,firstname,chamber,state,gender,party,district,nonvoting,session
90103850,-0.0596973525785714,TAYLOR,ROY,H,NC,M,D,11,voting,90
90103870,-0.0299810934419355,VIGORITO,JOSEPH,H,PA,M,D,24,voting,90
90103881,-0.00615341930457143,YOUNG,MILTON,S,ND,M,R,,voting,90
90103970,-0.0620752889842857,BROWN,GARRY,H,MI,M,R,3,voting,90
90103980,-0.0256021330690476,BURKE,J.,H,FL,M,R,10,voting,90
90103990,-0.0175043676045872,BURKE,JAMES,H,MA,M,D,11,voting,90
90104010,0.00579161364210526,BURLESON,OMAR,H,TX,M,D,17,voting,90
90104021,-0.0203214148274945,BYRD,HARRY,S,VA,M,D,,voting,90
90104041,-0.0352304745309787,CANNON,HOWARD,S,NV,M,D,,voting,90
90104070,-0.0101413990812766,CEDERBERG,ELFORD,H,MI,M,R,10,voting,90
90104080,-0.0620082783611111,CLAWSON,DELWIN,H,CA,M,R,23,voting,90
90104120,-0.0134776777134615,DELANEY,JAMES,H,NY,M,D,9,voting,90
90104130,-0.0290616512172778,DENT,JOHN,H,PA,M,D,21,voting,90
90104140,-0.0605049737222222,EILBERG,JOSHUA,H,PA,M,D,4,voting,90
90104150,0.0340265012781373,EVANS,FRANK,H,CO,M,D,3,voting,90
90104170,-0.0704952953291667,FLYNT,JOHN,H,GA,M,D,6,voting,90
90104180,-0.0146327965804,FRASER,DONALD,H,MN,M,D,5,voting,90
90104320,-0.00839424346470588,LEGGETT,ROBERT,H,CA,M,D,4,voting,90
90104330,-0.0249753559655878,MAHON,GEORGE,H,TX,M,D,19,voting,90
90104350,-0.04178095364,MCFALL,JOHN,H,CA,M,D,15,voting,90
90104360,-0.0387971454170732,MEEDS,LLOYD,H,WA,M,D,2,voting,90
90104400,-0.055945594222602,MOSS,JOHN,H,CA,M,D,3,voting,90
90104411,-0.0694969589547897,MUSKIE,EDMUND,S,ME,M,D,,voting,90
90104430,-0.0266970894189189,NIX,ROBERT,H,PA,M,D,2,voting,90
90104460,-0.0320407556137255,PIKE,OTIS,H,NY,M,D,1,voting,90
90104470,-0.0240162525661145,POAGE,WILLIAM,H,TX,M,D,11,voting,90
90104480,-0.0372388156351534,QUIE,ALBERT,H,MN,M,R,1,voting,90
90104500,-0.0405919284200448,ROGERS,PAUL,H,FL,M,D,9,voting,90
90104520,-0.0158391236645361,ROONEY,FREDERICK,H,PA,M,D,15,voting,90
90104530,-0.0394057597419355,RUPPE,PHILIP,H,MI,M,R,11,voting,90
90104570,0.02683549148125,SHIPLEY,GEORGE,H,IL,M,D,23,voting,90
90104580,-0.0120228596402251,SIKES,ROBERT,H,FL,M,D,1,voting,90
90104590,-0.0351225820788809,SISK,BERNICE,H,CA,M,D,16,voting,90
90104600,-0.0481398426702128,SKUBITZ,JOE,H,KS,M,R,5,voting,90
90104620,-0.0297042921759113,STEIGER,WILLIAM,H,WI,M,R,6,voting,90
90104630,-0.0156696374584906,TEAGUE,OLIN,H,TX,M,D,6,voting,90
90104670,-0.0194910502805793,WAGGONNER,JOSEPH,H,LA,M,D,4,voting,90
90104690,-0.0633302589956522,WHALEN,CHARLES,H,OH,M,R,3,voting,90
90104700,-0.0464164681242424,WIGGINS,CHARLES,H,CA,M,R,25,voting,90
90104711,-0.0317515931316825,WILLIAMS,HARRISON,S,NJ,M,D,,voting,90
90104730,-0.00404420649,YOUNG,JOHN,H,TX,M,D,14,voting,90
90104790,-0.0260416377826742,ANDERSON,JOHN,H,IL,M,R,16,voting,90
90104800,-0.0655405326394231,ASHLEY,THOMAS,H,OH,M,D,9,voting,90
90104811,-0.0464645948549481,BAKER,HOWARD,S,TN,M,R,,voting,90
90104850,0.00206191928947368,BRADEMAS,JOHN,H,IN,M,D,3,voting,90
90104860,-0.0080570801362069,BUCHANAN,JOHN,H,AL,M,R,6,voting,90
90104880,0.0370285010578947,CARTER,TIM,H,KY,M,R,5,voting,90
90104900,-0.0243456928713178,CLEVELAND,JAMES,H,NH,M,R,2,voting,90
90104910,-0.0273120135268657,CORMAN,JAMES,H,CA,M,D,22,voting,90
90104930,-0.0347264694566667,DEVINE,SAMUEL,H,OH,M,R,12,voting,90
90104940,0.0349963723,DIGGS,CHARLES,H,MI,M,D,13,voting,90
90104970,-0.06120505445625,ECKHARDT,ROBERT,H,TX,M,D,8,voting,90
90105000,-0.0267525708030568,FLOOD,DANIEL,H,PA,M,D,11,voting,90
90105010,-0.0560492540475,GIAIMO,ROBERT,H,CT,M,D,3,voting,90
90105030,0.00189291759056604,HANLEY,JAMES,H,NY,M,D,34,voting,90
90105050,-0.0733703170630208,HARSHA,WILLIAM,H,OH,M,R,6,voting,90
90105090,-0.041176507058983,ICHORD,RICHARD,H,MO,M,D,8,voting,90
90105120,-0.0282806678662385,JOHNSON,HAROLD,H,CA,M,D,2,voting,90
90105200,-0.0524151888947368,MCEWEN,ROBERT,H,NY,M,R,31,voting,90
90105230,-0.0314740451701031,MOORHEAD,WILLIAM,H,PA,M,D,14,voting,90
90105240,-0.0435067192969655,MURPHY,JOHN,H,NY,M,D,16,voting,90
90105280,0.00635688764107143,NEDZI,LUCIEN,H,MI,M,D,14,voting,90
90105290,-0.00289526884526316,PATTEN,EDWARD,H,NJ,M,D,15,voting,90
90105301,-0.0208560258586623,PERCY,CHARLES,S,IL,M,R,,voting,90
90105321,-0.0353275433484328,RANDOLPH,JENNINGS,S,WV,M,D,,voting,90
90105330,-0.00798437991666667,ROBERTS,HERBERT,H,TX,M,D,4,voting,90
90105360,-0.02688898619,SATTERFIELD,DAVID,H,VA,M,D,3,voting,90
90105380,-0.03237935390625,SLACK,JOHN,H,WV,M,D,3,voting,90
90105410,-0.0465692062074866,STAGGERS,HARLEY,H,WV,M,D,2,voting,90
90105420,-0.0681502759925926,STEED,THOMAS,H,OK,M,D,4,voting,90
90105440,-0.0211323100569048,THOMPSON,FRANK,H,NJ,M,D,4,voting,90
90105451,-0.0213874835200523,TOWER,JOHN,S,TX,M,R,,voting,90
90105480,-0.0583644834731343,ULLMAN,ALBERT,H,OR,M,D,2,voting,90
90105490,-0.0223508764509259,VAN DEERLIN,LIONEL,H,CA,M,D,37,voting,90
90105500,-0.0445954354979878,VANIK,CHARLES,H,OH,M,D,21,voting,90
90105510,-0.0242770696298507,WILSON,CHARLES,H,CA,M,D,31,voting,90
90105530,-0.00626469519701987,WOLFF,LESTER,H,NY,M,D,3,voting,90
90105550,-0.0227273691407407,WYDLER,JOHN,H,NY,M,R,4,voting,90
90105570,0.00641888041361702,ANDREWS,MARK,H,ND,M,R,1,voting,90
90105590,-0.0116367351997785,ASHBROOK,JOHN,H,OH,M,R,17,voting,90
90105670,-0.0327154373274558,BINGHAM,JONATHAN,H,NY,M,D,23,voting,90
90105690,-0.0230986215501075,BOLLING,RICHARD,H,MO,M,D,5,voting,90
90105710,0.0201678164695652,BRINKLEY,JACK,H,GA,M,D,3,voting,90
90105730,-0.0482501220689809,BROWN,CLARENCE,H,OH,M,R,7,voting,90
90105790,-0.02697633356,CLAUSEN,DONALD,H,CA,M,R,1,voting,90
90105800,0.07211392,COLLINS,JAMES,H,TX,M,R,3,voting,90
90105880,-0.000574120877249071,DERWINSKI,EDWARD,H,IL,M,R,4,voting,90
90106010,0.00677887434592734,FINDLEY,PAUL,H,IL,M,R,20,voting,90
90106030,-0.0475110020839286,FOUNTAIN,LAWRENCE,H,NC,M,D,2,voting,90
90106120,-0.0195140238263158,HECKLER,MARGARET,H,MA,F,R,10,voting,90
90106221,-0.0388795566172765,LONG,RUSSELL,S,LA,M,D,,voting,90
90106240,-0.0393715146465896,MATHIAS,CHARLES,H,MD,M,R,6,voting,90
90106270,-0.0580215301191406,MCCLORY,ROBERT,H,IL,M,R,12,voting,90
90106280,-0.017616828125,MCCLOSKEY,PAUL,H,CA,M,R,11,voting,90
90106360,-0.0682956837552632,RAILSBACK,THOMAS,H,IL,M,R,19,voting,90
90106370,-0.0512922795128931,REUSS,HENRY,H,WI,M,D,5,voting,90
90106380,-0.0455301348545238,RHODES,JOHN,H,AZ,M,R,1,voting,90
90106460,-0.035264742875,STANTON,JOHN,H,OH,M,R,11,voting,90
90106490,-0.02410672651,WAMPLER,WILLIAM,H,VA,M,R,9,voting,90
90106510,-0.0284735043027778,WHITE,RICHARD,H,TX,M,D,16,voting,90
90106580,-0.00281010435772358,BURTON,PHILLIP,H,CA,M,D,5,voting,90
90106600,-0.030518605245614,CONABLE,BARBER,H,NY,M,R,37,voting,90
90106650,-0.0355846781942857,EDWARDS,WILLIAM,H,AL,M,R,1,voting,90
90106660,-0.0472298680958678,ERLENBORN,JOHN,H,IL,M,R,14,voting,90
90106720,-0.00687123163703704,HANSEN,GEORGE,H,ID,M,R,2,voting,90
90106761,-0.0356372858219012,JACKSON,HENRY,S,WA,M,D,,voting,90
90106770,0.00854657628,KAZEN,ABRAHAM,H,TX,M,D,23,voting,90
90106800,-0.0364705898459854,LONG,CLARENCE,H,MD,M,D,2,voting,90
90106860,-0.0378056688188406,MINISH,JOSEPH,H,NJ,M,D,11,voting,90
90106870,-0.036816942250996,OTTINGER,RICHARD,H,NY,M,D,25,voting,90
90106900,-0.0215095950151072,PERKINS,CARL,H,KY,M,D,7,voting,90
90106921,-0.0428603255021284,PROXMIRE,WILLIAM,S,WI,M,D,,voting,90
90106950,-0.0217599254647799,ROSENTHAL,BENJAMIN,H,NY,M,D,8,voting,90
90106980,-0.0047063184,STAFFORD,ROBERT,H,VT,M,R,0,voting,90
90106991,-0.0272634359297321,STENNIS,JOHN,S,MS,M,D,,voting,90
90107050,-0.0416556882764706,WINN,EDWARD,H,KS,M,R,3,voting,90
90107070,-0.0176950968051389,ZABLOCKI,CLEMENT,H,WI,M,D,4,voting,90
90107090,-0.013405924896,ADDABBO,JOSEPH,H,NY,M,D,7,voting,90
90107230,-0.000669708254385965,FUQUA,DON,H,FL,M,D,2,voting,90
90107390,-0.0321412055595385,MCCLURE,JAMES,H,ID,M,R,1,voting,90
90107450,-0.0163119432818182,ONEILL,THOMAS,H,MA,M,D,8,voting,90
90107490,-0.0432864569343478,SNYDER,MARION,H,KY,M,R,4,voting,90
90107580,-0.0769753624869565,BROYHILL,JAMES,H,NC,M,R,9,voting,90
90107590,-0.0398894366136546,ADAMS,BROCKMAN,H,WA,M,D,7,voting,90
90107620,-0.0463863168053061,BOLAND,EDWARD,H,MA,M,D,2,voting,90
90107750,-0.0450078249391304,DUNCAN,JOHN,H,TN,M,R,2,voting,90
90107780,-0.0695801944707792,GRAY,KENNETH,H,IL,M,D,21,voting,90
90107790,-0.0431460813371134,HOWARD,JAMES,H,NJ,M,D,3,voting,90
90107850,-0.0508375502744253,LATTA,DELBERT,H,OH,M,R,5,voting,90
90107910,0.0140312285508475,NICHOLS,WILLIAM,H,AL,M,D,4,voting,90
90107920,-0.0239444652157076,PRICE,CHARLES,H,IL,M,D,24,voting,90
90107940,-0.0236949497187425,RODINO,PETER,H,NJ,M,D,10,voting,90
90107970,-0.0509765992208333,ST. GERMAIN,FERNAND,H,RI,M,D,1,voting,90
90107980,0.00262504606075269,STRATTON,SAMUEL,H,NY,M,D,35,voting,90
90108121,-0.0388826247642115,BURDICK,QUENTIN,S,ND,M,D,,voting,90
90108290,0.0202253190177778,HAWKINS,AUGUSTUS,H,CA,M,D,21,voting,90
90108320,-0.0077171648462766,KASTENMEIER,ROBERT,H,WI,M,D,2,voting,90
90108360,0.0320292964107143,LUKENS,DONALD,H,OH,M,R,24,voting,90
90108380,-0.0277704364593056,MATSUNAGA,SPARK,H,HI,M,D,2,voting,90
90108460,-0.0192250452865702,PEPPER,CLAUDE,H,FL,M,D,11,voting,90
90108470,0.0191856080960526,RIEGLE,DONALD,H,MI,M,R,7,voting,90
90108650,-0.0360530367145455,WRIGHT,JAMES,H,TX,M,D,12,voting,90
90108660,-0.0121517978619718,BUSH,GEORGE,H,TX,M,R,7,voting,90
90108690,-0.0445392780086977,ANNUNZIO,FRANK,H,IL,M,D,7,voting,90
90108750,-0.0436890041809091,BENNETT,CHARLES,H,FL,M,D,3,voting,90
90108790,-0.00300713795833333,BROOMFIELD,WILLIAM,H,MI,M,R,18,voting,90
90108880,-0.0333233148043511,CONTE,SILVIO,H,MA,M,R,1,voting,90
90108930,-0.000659278776734694,DICKINSON,WILLIAM,H,AL,M,R,2,voting,90
90109030,-0.046378276850412,FASCELL,DANTE,H,FL,M,D,12,voting,90
90109110,-0.0269782897857143,HAMMERSCHMIDT,JOHN,H,AR,M,R,3,voting,90
90109141,0.00995999111207692,HATFIELD,MARK,S,OR,M,R,,voting,90
90109210,-0.0420655365843575,HORTON,FRANK,H,NY,M,R,36,voting,90
90109290,-0.0405706130861905,JONES,WALTER,H,NC,M,D,1,voting,90
90109480,-0.0372360802195652,MILLER,CLARENCE,H,OH,M,R,10,voting,90
90109621,-0.0098689412848926,PELL,CLAIBORNE,S,RI,M,D,,voting,90
90109650,0.00525782368095238,PRYOR,DAVID,H,AR,M,D,4,voting,90
90109720,0.0309059530313684,ROYBAL,EDWARD,H,CA,M,D,30,voting,90
90109750,-0.00418924471160714,SCHEUER,JAMES,H,NY,M,D,21,voting,90
90109890,-0.0448157025693458,UDALL,MORRIS,H,AZ,M,D,2,voting,90
90109900,-0.0380171480588235,VANDER JAGT,GUY,H,MI,M,R,9,voting,90
90109950,-0.0903661671982456,WYLIE,CHALMERS,H,OH,M,R,15,voting,90
90110080,0.0112428183309859,BROOKS,JACK,H,TX,M,D,9,voting,90
90110160,-0.00960613690456897,DOLE,ROBERT,H,KS,M,R,1,voting,90
90110170,-0.0212871826960396,EDWARDS,WILLIAM,H,CA,M,D,9,voting,90
90110240,-0.0195214863256716,FOLEY,THOMAS,H,WA,M,D,5,voting,90
90110260,-0.0310195954691667,FORD,WILLIAM,H,MI,M,D,15,voting,90
90110610,-0.0234088044678161,MICHEL,ROBERT,H,IL,M,R,18,voting,90
90110640,-0.054936673439759,NATCHER,WILLIAM,H,KY,M,D,2,voting,90
90110690,-0.034094977762037,PICKLE,JAMES,H,TX,M,D,10,voting,90
90110720,-0.0334102029436508,ROSTENKOWSKI,DANIEL,H,IL,M,D,8,voting,90
90110800,-0.0591230741519728,SMITH,NEAL,H,IA,M,D,5,voting,90
90110890,-0.0488036069758909,WHITTEN,JAMIE,H,MS,M,D,2,voting,90
90110950,0.0201976510069767,BEVILL,TOM,H,AL,M,D,7,voting,90
90111220,0.00434972644414414,GIBBONS,SAM,H,FL,M,D,6,voting,90
90111300,-0.0169817307567164,JACOBS,ANDREW,H,IN,M,D,11,voting,90
90111410,-0.00731927655942029,MONTGOMERY,GILLESPIE,H,MS,M,D,4,voting,90
90111440,-0.0201301576317073,MYERS,JOHN,H,IN,M,R,7,voting,90
90111480,-0.0580033800052083,QUILLEN,JAMES,H,TN,M,R,1,voting,90
90111530,-0.0608632056333333,ROTH,WILLIAM,H,DE,M,R,0,voting,90
90111700,-0.0212794014384615,DE LA GARZA,ELIGIO,H,TX,M,D,15,voting,90
90111850,-0.0283435999225664,GONZALEZ,HENRY,H,TX,M,D,20,voting,90
90111870,-0.00503261976818182,HAMILTON,LEE,H,IN,M,D,9,voting,90
90111970,-0.0166043444897959,MCDADE,JOSEPH,H,PA,M,R,10,voting,90
90112201,-0.022941894879586,THURMOND,J.,S,SC,M,R,,voting,90
90112250,-0.0349244490441463,YATES,SIDNEY,H,IL,M,D,9,voting,90
90112310,0.0207603818706306,BROWN,GEORGE,H,CA,M,D,29,voting,90
90112531,-0.0196231856562874,HOLLINGS,ERNEST,S,SC,M,D,,voting,90
90113190,-0.0258881387074534,MINK,PATSY,H,HI,F,D,1,voting,90
90113881,-0.0061163986,STEVENS,TED,S,AK,M,R,,voting,90
90114621,0.00199590859968467,BYRD,ROBERT,S,WV,M,D,,voting,90
90114941,-0.0218626833836183,KENNEDY,EDWARD,S,MA,M,D,,voting,90
90116401,0.0173215912999291,INOUYE,DANIEL,S,HI,M,D,,voting,90
90117580,-0.0613756965491948,DINGELL,JOHN,H,MI,M,D,16,voting,90
90119030,0.00565147717073171,CONYERS,JOHN,H,MI,M,D,1,voting,90
91099091,-0.0203478550559539,DODD,THOMAS,S,CT,M,D,,voting,91
91099151,-0.0187986808769732,GORE,ALBERT,S,TN,M,D,,voting,91
91099231,-0.0274656841864723,HOLLAND,SPESSARD,S,FL,M,D,,voting,91
91099401,-0.0313208315688312,MCCARTHY,EUGENE,S,MN,M,D,,voting,91
91099461,-0.0143658782798245,MURPHY,GEORGE,S,CA,M,R,,voting,91
91099501,-0.0415652546465455,PROUTY,WINSTON,S,VT,M,R,,voting,91
91099751,-0.0557379197509463,TYDINGS,JOSEPH,S,MD,M,D,,voting,91
91099801,-0.0761716564847956,WILLIAMS,JOHN,S,DE,M,R,,voting,91
91099811,-0.0285453471169509,YARBOROUGH,RALPH,S,TX,M,D,,voting,91
91099821,0.0133856404843309,YOUNG,STEPHEN,S,OH,M,D,,voting,91
91099831,-0.0319331068007895,SPONG,WILLIAM,S,VA,M,D,,voting,91
91099841,-0.0223174843484122,ALLOTT,GORDON,S,CO,M,R,,voting,91
91099851,-0.0352997550468269,ANDERSON,CLINTON,S,NM,M,D,,voting,91
91099881,-0.038569854434491,BOGGS,JAMES,S,DE,M,R,,voting,91
91099901,-0.0283993471019515,COOPER,JOHN,S,KY,M,R,,voting,91
91099921,-0.0245027614464444,ELLENDER,ALLEN,S,LA,M,D,,voting,91
91099991,-0.0228489677976852,HARRIS,FRED,S,OK,M,D,,voting,91
91100041,-0.0426454175968781,JORDAN,BENJAMIN,S,NC,M,D,,voting,91
91100051,-0.000441412942328767,JORDAN,LEONARD,S,ID,M,R,,voting,91
91100121,-0.0192316720992067,MILLER,JACK,S,IA,M,R,,voting,91
91100161,0.00812398563701658,MUNDT,KARL,S,SD,M,R,,voting,91
91100221,-0.0255147571598687,RUSSELL,RICHARD,S,GA,M,D,,voting,91
91100251,-0.0109503499100295,SMITH,MARGARET,S,ME,F,R,,voting,91
91100331,-0.0355710848673157,COOK,MARLOW,S,KY,M,R,,voting,91
91100341,-0.0282058346894896,GOODELL,CHARLES,S,NY,M,R,,voting,91
91100350,0.0162019477805369,ADAIR,EDWIN,H,IN,M,R,4,voting,91
91100361,-0.00947986450975186,AIKEN,GEORGE,S,VT,M,R,,voting,91
91100370,-0.00747700823295455,AYRES,WILLIAM,H,OH,M,R,14,voting,91
91100380,0.0198656833333333,BATES,WILLIAM,H,MA,M,R,6,voting,91
91100390,-0.14942837,BATTIN,JAMES,H,MT,M,R,2,voting,91
91100401,-0.0648728508315069,BENNETT,WALLACE,S,UT,M,R,,voting,91
91100410,0.00830616431632653,BERRY,ELLIS,H,SD,M,R,2,voting,91
91100421,-0.0383670180570762,BIBLE,ALAN,S,NV,M,D,,voting,91
91100430,-0.06040475171,BURTON,LAURENCE,H,UT,M,R,1,voting,91
91100440,-0.0427116582,BUTTON,DANIEL,H,NY,M,R,29,voting,91
91100450,-0.0484246978857143,CAHILL,WILLIAM,H,NJ,M,R,6,voting,91
91100460,-0.0145996375711111,COHELAN,JEFFERY,H,CA,M,D,7,voting,91
91100470,0.0031134928,COWGER,WILLIAM,H,KY,M,R,3,voting,91
91100480,-0.0599618677623288,CRAMER,WILLIAM,H,FL,M,R,8,voting,91
91100490,-0.0613291369111111,CUNNINGHAM,GLENN,H,NE,M,R,2,voting,91
91100500,-0.0357042492977419,DADDARIO,EMILIO,H,CT,M,D,1,voting,91
91100510,0.0162832744444444,DAWSON,WILLIAM,H,IL,M,D,1,voting,91
91100520,-0.0139501842964286,DENNEY,ROBERT,H,NE,M,R,1,voting,91
91100531,-0.0225801451775058,DOMINICK,PETER,S,CO,M,R,,voting,91
91100541,-0.0300397548200144,ERVIN,SAMUEL,S,NC,M,D,,voting,91
91100550,0.00313956325,EVERETT,ROBERT,H,TN,M,D,8,voting,91
91100560,-0.0951187546,FALLON,GEORGE,H,MD,M,D,4,voting,91
91100570,-0.0556709180305512,FARBSTEIN,LEONARD,H,NY,M,D,19,voting,91
91100580,-0.035498640992638,FEIGHAN,MICHAEL,H,OH,M,D,20,voting,91
91100590,0.0128572785,FOREMAN,EDGAR,H,NM,M,R,2,voting,91
91100600,-0.0401319769878505,FRIEDEL,SAMUEL,H,MD,M,D,7,voting,91
91100611,-0.0118526904636674,FULBRIGHT,JAMES,S,AR,M,D,,voting,91
91100620,-0.00943065148309859,GILBERT,JACOB,H,NY,M,D,22,voting,91
91100631,-0.0211751418902158,GURNEY,EDWARD,S,FL,M,R,,voting,91
91100641,0.000469476253526171,HUGHES,HAROLD,S,IA,M,D,,voting,91
91100650,-0.00203880638727273,JOELSON,CHARLES,H,NJ,M,D,8,voting,91
91100660,0.041935189,KIRWAN,MICHAEL,H,OH,M,D,19,voting,91
91100670,-0.0056633107505618,KLEPPE,THOMAS,H,ND,M,R,2,voting,91
91100680,-0.027829403,LAIRD,MELVIN,H,WI,M,R,7,voting,91
91100690,-0.0232549212220588,LANGEN,ODIN,H,MN,M,R,7,voting,91
91100700,-0.002279997716,LIPSCOMB,GLENARD,H,CA,M,R,24,voting,91
91100710,0.0192146829119009,LOWENSTEIN,ALLARD,H,NY,M,D,5,voting,91
91100720,-0.0287173519473571,MACGREGOR,CLARK,H,MN,M,R,3,voting,91
91100730,-0.0142672151842105,MARSH,JOHN,H,VA,M,D,7,voting,91
91100740,-0.0081830173728972,MAY,CATHERINE,H,WA,F,R,4,voting,91
91100750,-0.0303306585943478,MCCARTHY,RICHARD,H,NY,M,D,39,voting,91
91100760,-0.00107977602092437,MCCORMACK,JOHN,H,MA,M,D,9,voting,91
91100770,0.03457692485,MCKNEALLY,MARTIN,H,NY,M,R,27,voting,91
91100780,-0.0484240408741379,MESKILL,THOMAS,H,CT,M,R,6,voting,91
91100790,-0.0107948277938095,MIZE,CHESTER,H,KS,M,R,2,voting,91
91100800,0.0119569365625,MURPHY,WILLIAM,H,IL,M,D,3,voting,91
91100810,-0.0330811482,ONEAL,MASTON,H,GA,M,D,2,voting,91
91100820,-0.0568038194081081,OLSEN,ARNOLD,H,MT,M,D,1,voting,91
91100830,-0.0308605654448354,PHILBIN,PHILIP,H,MA,M,D,3,voting,91
91100840,-0.0534611909611111,POLLOCK,HOWARD,H,AK,M,R,0,voting,91
91100850,-0.065486515,POWELL,ADAM,H,NY,M,D,18,voting,91
91100860,0.00488823774418605,REIFEL,BENJAMIN,H,SD,M,R,1,voting,91
91100870,-0.088324273,REINECKE,EDWIN,H,CA,M,R,27,voting,91
91100880,0.00903899908574713,RIVERS,LUCIUS,H,SC,M,D,1,voting,91
91100890,-0.0445401003602474,ROGERS,BYRON,H,CO,M,D,1,voting,91
91100900,-0.000627824960000001,RONAN,DANIEL,H,IL,M,D,6,voting,91
91100910,0.019102467875,ROUDEBUSH,RICHARD,H,IN,M,R,5,voting,91
91100920,-0.0354533102166667,RUMSFELD,DONALD,H,IL,M,R,13,voting,91
91100931,-0.0201392341227803,SAXBE,WILLIAM,S,OH,M,R,,voting,91
91100940,-0.0259181557487179,SCHADEBERG,HENRY,H,WI,M,R,1,voting,91
91100951,-0.00517763156698113,SMITH,RALPH,S,IL,M,R,,voting,91
91100970,-0.0731855059046667,UTT,JAMES,H,CA,M,R,35,voting,91
91100980,0.0378874747647059,WATKINS,GEORGE,H,PA,M,R,9,voting,91
91100990,-0.0117809596350549,WATSON,ALBERT,H,SC,M,R,2,voting,91
91101000,0.004304728,WOLD,JOHN,H,WY,M,R,0,voting,91
91101020,-0.0627983636578947,ABBITT,WATKINS,H,VA,M,D,4,voting,91
91101030,-0.0312440154894853,ABERNETHY,THOMAS,H,MS,M,D,1,voting,91
91101040,-0.0181261046121951,ANDERSON,WILLIAM,H,TN,M,D,6,voting,91
91101060,-0.0227242636748014,ANDREWS,GEORGE,H,AL,M,D,3,voting,91
91101070,-0.0674931693005848,ASPINALL,WAYNE,H,CO,M,D,4,voting,91
91101080,-0.0350980767222222,BARING,WALTER,H,NV,M,D,0,voting,91
91101090,-0.0309027481830303,BEALL,JOHN,H,MD,M,R,6,voting,91
91101110,-0.0101495198602439,BELCHER,PAGE,H,OK,M,R,1,voting,91
91101120,-0.0327137030763158,BETTS,JACKSON,H,OH,M,R,8,voting,91
91101130,-0.0699962963448276,BLANTON,LEONARD,H,TN,M,D,7,voting,91
91101140,-0.0602513220049611,BOGGS,THOMAS,H,LA,M,D,2,voting,91
91101150,-0.0381756148368783,BOW,FRANK,H,OH,M,R,16,voting,91
91101160,-0.0390184784545769,BROCK,WILLIAM,H,TN,M,R,3,voting,91
91101180,-0.0462430477645161,BYRNE,JAMES,H,PA,M,D,3,voting,91
91101190,-0.0690678271969492,BYRNES,JOHN,H,WI,M,R,8,voting,91
91101200,-0.0339755603905556,CABELL,EARLE,H,TX,M,D,5,voting,91
91101210,0.05938759025,CAFFERY,PATRICK,H,LA,M,D,3,voting,91
91101230,-0.0517513031590173,CELLER,EMANUEL,H,NY,M,D,10,voting,91
91101240,-0.0155538084810127,COLMER,WILLIAM,H,MS,M,D,5,voting,91
91101260,-0.0422954220983607,CORBETT,ROBERT,H,PA,M,R,18,voting,91
91101280,-0.0447388124153846,CORDOVA DIAZ,JORGE,H,PR,M,N,0,nonvoting,91
91101300,-0.0531812155771739,DOWDY,JOHN,H,TX,M,D,2,voting,91
91101310,-0.0783382510625,DWYER,FLORENCE,H,NJ,F,R,12,voting,91
91101320,-0.0291559703974826,EDMONDSON,EDMOND,H,OK,M,D,2,voting,91
91101330,-0.0873859073333333,EDWARDS,EDWIN,H,LA,M,D,7,voting,91
91101341,-0.0347223657600872,FANNIN,PAUL,S,AZ,M,R,,voting,91
91101351,-0.0314518459160156,FONG,HIRAM,S,HI,M,R,,voting,91
91101360,-0.0271973225149048,FULTON,JAMES,H,PA,M,R,27,voting,91
91101370,-0.047204745015,GALIFIANAKIS,NICK,H,NC,M,D,4,voting,91
91101380,-0.0112921218805825,GALLAGHER,CORNELIUS,H,NJ,M,D,13,voting,91
91101400,-0.0708150663077273,GARMATZ,EDWARD,H,MD,M,D,3,voting,91
91101410,-0.00586499057307692,GRIFFIN,CHARLES,H,MS,M,D,3,voting,91
91101420,0.0336484115288889,HAGAN,GEORGE,H,GA,M,D,1,voting,91
91101430,-0.0338673561216288,HALL,DURWARD,H,MO,M,R,7,voting,91
91101440,-0.0383514298905556,HALPERN,SEYMOUR,H,NY,M,R,6,voting,91
91101451,-0.0396528533905739,HART,PHILIP,S,MI,M,D,,voting,91
91101461,-0.0642514680168802,HARTKE,RUPERT,S,IN,M,D,,voting,91
91101481,-0.0453227995930859,HRUSKA,ROMAN,S,NE,M,R,,voting,91
91101490,-0.050891979125,HULL,WILLIAM,H,MO,M,D,6,voting,91
91101500,-0.051378506668945,JONAS,CHARLES,H,NC,M,R,9,voting,91
91101510,-0.0232071668214286,KEE,JAMES,H,WV,M,D,5,voting,91
91101520,-0.0639821197834711,KEITH,HASTINGS,H,MA,M,R,12,voting,91
91101530,-0.0397600833811458,KYL,JOHN,H,IA,M,R,4,voting,91
91101540,-0.034681550677193,LENNON,ALTON,H,NC,M,D,7,voting,91
91101560,-0.0186250258422222,LLOYD,SHERMAN,H,UT,M,R,2,voting,91
91101570,-0.0729077036153846,LONG,SPEEDY,H,LA,M,D,8,voting,91
91101581,0.00667493140293519,MANSFIELD,MICHAEL,S,MT,M,D,,voting,91
91101590,-0.0652913261716038,MCCULLOCH,WILLIAM,H,OH,M,R,4,voting,91
91101600,-0.00139509246153846,MCDONALD,JACK,H,MI,M,R,19,voting,91
91101611,-0.0191690957070775,MCGEE,GALE,S,WY,M,D,,voting,91
91101630,-0.054620795408,MCMILLAN,JOHN,H,SC,M,D,6,voting,91
